Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Kansas,2019,39,2019-09-28,497,459,,114,22,12,,34,10,11,,94,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Kansas,2019,40,2019-10-05,496,452,,107,15,17,,41,13,,,96,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Kansas,2019,41,2019-10-12,490,453,,93,12,14,,36,,12,,113,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Kansas,2019,42,2019-10-19,518,471,,102,16,25,,23,11,13,,106,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Kansas,2019,43,2019-10-26,532,483,,121,24,17,,27,,11,13,96,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Kansas,2019,44,2019-11-02,495,452,,105,14,19,,26,,10,13,111,29,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Kansas,2019,45,2019-11-09,521,484,11,122,20,13,,29,,10,,110,28,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Kansas,2019,46,2019-11-16,530,483,,96,21,10,10,20,,17,,123,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Kansas,2019,47,2019-11-23,547,497,,103,15,13,12,32,13,,13,134,29,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Kansas,2019,48,2019-11-30,461,425,,101,,23,,28,,13,,101,25,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Kansas,2019,49,2019-12-07,536,489,,98,19,23,17,32,,,,110,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Kansas,2019,50,2019-12-14,567,513,,117,19,28,11,38,,13,,125,20,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Kansas,2019,51,2019-12-21,514,483,,103,12,19,,36,13,,,114,28,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Kansas,2019,52,2019-12-28,557,532,,106,19,26,17,52,,13,12,122,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Kansas,2020,1,2020-01-04,589,541,,88,14,18,23,56,12,13,,136,25,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Kansas,2020,2,2020-01-11,560,518,,109,20,,21,43,10,10,13,123,22,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,,
Kansas,2020,3,2020-01-18,574,530,12,111,17,23,17,37,,11,16,116,25,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Kansas,2020,4,2020-01-25,571,517,,101,19,19,19,33,,,13,124,24,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Kansas,2020,5,2020-02-01,546,504,,99,11,26,17,35,13,14,18,117,16,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Kansas,2020,6,2020-02-08,502,471,,89,17,20,12,31,,15,13,118,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Kansas,2020,7,2020-02-15,571,527,,123,,,19,41,15,13,10,133,27,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,
Kansas,2020,8,2020-02-22,558,525,,113,18,25,20,32,11,,,109,35,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Kansas,2020,9,2020-02-29,539,504,,100,22,24,23,36,11,12,29,95,20,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Kansas,2020,10,2020-03-07,574,532,,84,18,21,29,30,12,,26,121,29,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Kansas,2020,11,2020-03-14,521,485,,84,21,12,22,40,,,10,112,31,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Kansas,2020,12,2020-03-21,513,476,,85,14,21,20,29,11,,18,126,21,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Kansas,2020,13,2020-03-28,517,493,10,97,23,24,14,30,12,,25,107,28,,,,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Kansas,2020,14,2020-04-04,539,504,,102,12,23,,32,12,,20,95,29,21,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Kansas,2020,15,2020-04-11,515,485,,87,22,13,15,34,,,21,104,17,32,28,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Kansas,2020,16,2020-04-18,535,501,,106,19,14,,28,,,16,128,25,39,36,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Kansas,2020,17,2020-04-25,521,495,,111,24,15,,19,,,30,114,31,13,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Kansas,2020,18,2020-05-02,496,476,,90,18,18,,27,,11,28,111,14,19,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Kansas,2020,19,2020-05-09,474,453,,92,15,13,11,26,,,33,88,24,30,23,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Kansas,2020,20,2020-05-16,417,404,,89,14,18,,23,,,30,82,10,15,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Kentucky,2019,1,2019-01-05,977,890,13,197,28,48,20,67,22,14,,211,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,2,2019-01-12,1036,951,23,223,29,31,29,66,23,21,17,240,48,0,0,,,,,,,,,,,,,,,
Kentucky,2019,3,2019-01-19,967,896,10,211,32,35,19,71,12,19,,209,45,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,4,2019-01-26,989,922,22,197,38,38,11,83,23,24,,217,50,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,5,2019-02-02,935,848,14,187,40,32,19,81,18,26,13,194,48,0,0,,,,,,,,,,,,,,,
Kentucky,2019,6,2019-02-09,980,904,16,205,30,36,20,91,26,19,13,199,37,0,0,,,,,,,,,,,,,,,
Kentucky,2019,7,2019-02-16,948,878,15,183,30,35,21,71,21,21,10,218,50,0,0,,,,,,,,,,,,,,,
Kentucky,2019,8,2019-02-23,1024,931,17,180,28,35,23,72,18,26,17,247,39,0,0,,,,,,,,,,,,,,,
Kentucky,2019,9,2019-03-02,1039,960,34,202,35,36,23,89,,23,16,219,58,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
Kentucky,2019,10,2019-03-09,1061,979,18,205,38,46,37,65,17,15,13,234,58,0,0,,,,,,,,,,,,,,,
Kentucky,2019,11,2019-03-16,942,862,14,183,30,31,39,72,23,27,13,224,32,0,0,,,,,,,,,,,,,,,
Kentucky,2019,12,2019-03-23,976,892,20,208,30,31,23,69,22,19,13,216,36,0,0,,,,,,,,,,,,,,,
Kentucky,2019,13,2019-03-30,1014,934,18,201,41,26,22,78,21,33,12,233,43,0,0,,,,,,,,,,,,,,,
Kentucky,2019,14,2019-04-06,970,885,19,181,24,26,16,75,29,19,16,220,39,0,0,,,,,,,,,,,,,,,
Kentucky,2019,15,2019-04-13,957,879,16,186,41,23,18,86,18,14,11,230,46,0,0,,,,,,,,,,,,,,,
Kentucky,2019,16,2019-04-20,975,898,11,203,29,31,22,77,20,13,11,192,57,0,0,,,,,,,,,,,,,,,
Kentucky,2019,17,2019-04-27,910,828,16,183,36,32,26,55,15,18,15,210,38,0,0,,,,,,,,,,,,,,,
Kentucky,2019,18,2019-05-04,909,832,14,167,29,28,17,79,22,22,,204,44,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,19,2019-05-11,936,851,17,184,41,30,16,68,19,18,15,191,55,0,0,,,,,,,,,,,,,,,
Kentucky,2019,20,2019-05-18,904,846,17,189,30,28,16,59,10,15,19,202,52,0,0,,,,,,,,,,,,,,,
Kentucky,2019,21,2019-05-25,896,797,18,170,24,29,11,60,18,13,15,201,37,0,0,,,,,,,,,,,,,,,
Kentucky,2019,22,2019-06-01,861,783,22,201,33,22,,63,16,,12,161,40,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Kentucky,2019,23,2019-06-08,886,792,15,175,32,40,10,58,16,20,,209,35,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,24,2019-06-15,933,850,19,211,27,38,18,55,20,19,12,194,38,0,0,,,,,,,,,,,,,,,
Kentucky,2019,25,2019-06-22,910,820,13,205,28,24,10,66,20,21,,195,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,26,2019-06-29,927,838,12,215,33,28,15,68,13,25,11,203,33,0,0,,,,,,,,,,,,,,,
Kentucky,2019,27,2019-07-06,904,797,20,185,25,35,15,47,15,16,11,205,41,0,0,,,,,,,,,,,,,,,
Kentucky,2019,28,2019-07-13,885,812,17,223,24,27,,68,10,18,12,178,30,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Kentucky,2019,29,2019-07-20,861,785,14,196,29,32,,53,20,17,14,186,31,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Kentucky,2019,30,2019-07-27,857,774,22,194,35,25,11,48,13,19,16,178,29,0,0,,,,,,,,,,,,,,,
Kentucky,2019,31,2019-08-03,874,801,22,198,30,36,13,60,16,17,,174,46,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,32,2019-08-10,870,789,13,202,18,24,13,63,16,15,,183,39,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2019,33,2019-08-17,862,788,19,180,27,22,12,55,18,26,14,174,45,0,0,,,,,,,,,,,,,,,
Kentucky,2019,34,2019-08-24,887,803,16,190,35,20,14,51,10,19,11,193,42,0,0,,,,,,,,,,,,,,,
Kentucky,2019,35,2019-08-31,865,808,17,187,26,29,14,58,12,12,14,198,52,0,0,,,,,,,,,,,,,,,
Kentucky,2019,36,2019-09-07,874,787,19,183,25,29,,66,25,17,,182,37,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Kentucky,2019,37,2019-09-14,900,816,22,204,24,31,,74,16,19,15,199,34,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Kentucky,2019,38,2019-09-21,877,786,21,170,26,27,18,58,12,24,10,208,29,0,0,,,,,,,,,,,,,,,
Kentucky,2019,39,2019-09-28,929,858,23,183,26,36,17,72,18,17,16,201,36,0,0,,,,,,,,,,,,,,,
Kentucky,2019,40,2019-10-05,882,800,16,189,29,34,,60,18,17,13,183,38,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Kentucky,2019,41,2019-10-12,903,830,15,197,29,28,,64,23,16,13,195,35,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Kentucky,2019,42,2019-10-19,967,878,20,186,37,31,14,69,18,19,22,226,40,0,0,,,,,,,,,,,,,,,
Kentucky,2019,43,2019-10-26,931,850,23,172,31,45,15,61,24,27,15,193,45,0,0,,,,,,,,,,,,,,,
Kentucky,2019,44,2019-11-02,894,822,14,189,31,27,11,55,27,13,13,204,43,0,0,,,,,,,,,,,,,,,
Kentucky,2019,45,2019-11-09,882,806,16,193,32,26,10,58,23,19,14,185,39,0,0,,,,,,,,,,,,,,,
Kentucky,2019,46,2019-11-16,943,858,19,151,27,32,10,66,23,16,21,232,54,0,0,,,,,,,,,,,,,,,
Kentucky,2019,47,2019-11-23,1009,934,18,198,28,40,16,67,25,31,18,219,55,0,0,,,,,,,,,,,,,,,
Kentucky,2019,48,2019-11-30,931,857,16,197,26,30,10,63,19,24,10,212,44,0,0,,,,,,,,,,,,,,,
Kentucky,2019,49,2019-12-07,936,852,21,167,25,23,18,82,12,22,16,234,42,0,0,,,,,,,,,,,,,,,
Kentucky,2019,50,2019-12-14,960,886,20,214,34,29,19,66,19,23,12,195,39,0,0,,,,,,,,,,,,,,,
Kentucky,2019,51,2019-12-21,1002,912,16,211,42,32,20,65,11,16,14,221,51,0,0,,,,,,,,,,,,,,,
Kentucky,2019,52,2019-12-28,1087,994,20,197,43,48,21,89,13,13,23,241,56,0,0,,,,,,,,,,,,,,,
Kentucky,2020,1,2020-01-04,1086,997,18,209,49,38,30,90,14,27,,222,48,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2020,2,2020-01-11,1052,967,21,201,36,30,24,74,27,16,,248,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2020,3,2020-01-18,1038,953,28,194,35,34,38,68,15,17,13,217,41,0,0,,,,,,,,,,,,,,,
Kentucky,2020,4,2020-01-25,938,872,17,184,22,33,24,85,18,23,15,186,54,0,0,,,,,,,,,,,,,,,
Kentucky,2020,5,2020-02-01,972,881,,205,31,30,19,73,12,13,14,189,40,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Kentucky,2020,6,2020-02-08,948,857,18,169,30,33,27,77,19,17,11,196,41,0,0,,,,,,,,,,,,,,,
Kentucky,2020,7,2020-02-15,947,858,21,200,35,26,17,65,17,22,11,197,34,0,0,,,,,,,,,,,,,,,
Kentucky,2020,8,2020-02-22,981,907,13,216,35,42,23,74,17,18,21,225,30,0,0,,,,,,,,,,,,,,,
Kentucky,2020,9,2020-02-29,1002,913,16,208,31,30,24,73,20,23,12,231,43,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
Kentucky,2020,10,2020-03-07,975,894,13,174,24,33,17,69,26,18,16,242,35,0,0,,,,,,,,,,,,,,,
Kentucky,2020,11,2020-03-14,994,903,13,196,23,34,29,64,15,13,12,229,52,0,0,,,,,,,,,,,,,,,
Kentucky,2020,12,2020-03-21,918,854,22,199,21,24,30,83,16,18,17,216,36,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Kentucky,2020,13,2020-03-28,902,822,14,172,30,32,24,63,26,20,,191,40,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Kentucky,2020,14,2020-04-04,997,936,23,208,33,34,17,77,18,20,11,204,37,47,46,,,,,,,,,,,,,,,
Kentucky,2020,15,2020-04-11,963,890,22,189,29,32,21,73,13,15,14,187,35,53,53,,,,,,,,,,,,,,,
Kentucky,2020,16,2020-04-18,885,821,23,156,31,30,12,70,15,16,14,189,32,52,50,,,,,,,,,,,,,,,
Kentucky,2020,17,2020-04-25,845,772,17,151,18,31,15,59,15,12,,175,41,61,53,,,,,,,,,,,Suppressed (counts 1-9),,,,
Kentucky,2020,18,2020-05-02,790,752,20,179,20,30,,44,13,,11,169,35,40,38,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Kentucky,2020,19,2020-05-09,655,630,,162,19,20,,31,14,,16,140,41,33,33,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Kentucky,2020,20,2020-05-16,416,399,,90,,19,,28,,,,97,24,14,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Louisiana,2019,1,2019-01-05,901,822,27,189,35,34,10,46,23,25,13,240,41,0,0,,,,,,,,,,,,,,,
Louisiana,2019,2,2019-01-12,919,829,27,155,38,44,11,42,29,24,16,232,51,0,0,,,,,,,,,,,,,,,
Louisiana,2019,3,2019-01-19,979,910,24,201,31,48,22,60,26,19,17,230,67,0,0,,,,,,,,,,,,,,,
Louisiana,2019,4,2019-01-26,947,867,16,179,37,37,16,49,26,32,16,245,41,0,0,,,,,,,,,,,,,,,
Louisiana,2019,5,2019-02-02,947,860,18,203,31,32,15,48,23,24,16,225,67,0,0,,,,,,,,,,,,,,,
Louisiana,2019,6,2019-02-09,958,865,32,192,30,39,19,57,24,31,13,209,47,0,0,,,,,,,,,,,,,,,
Louisiana,2019,7,2019-02-16,934,856,18,213,25,46,21,43,13,26,16,230,47,0,0,,,,,,,,,,,,,,,
Louisiana,2019,8,2019-02-23,945,853,26,183,31,41,21,51,17,15,14,245,41,0,0,,,,,,,,,,,,,,,
Louisiana,2019,9,2019-03-02,912,825,23,171,21,40,18,58,26,21,13,217,48,0,0,,,,,,,,,,,,,,,
Louisiana,2019,10,2019-03-09,889,816,28,197,25,45,19,47,19,23,14,214,49,0,0,,,,,,,,,,,,,,,
Louisiana,2019,11,2019-03-16,938,857,25,190,37,42,20,40,18,23,,244,50,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,12,2019-03-23,927,850,27,164,39,43,25,46,17,28,,238,48,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,13,2019-03-30,929,850,20,186,21,35,16,64,20,19,14,212,56,0,0,,,,,,,,,,,,,,,
Louisiana,2019,14,2019-04-06,893,806,22,177,27,38,13,39,26,20,,235,45,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,15,2019-04-13,852,767,22,164,30,50,,56,16,21,15,202,40,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,16,2019-04-20,840,771,20,160,26,47,15,36,16,19,,223,42,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,17,2019-04-27,914,826,25,181,24,51,15,47,13,25,,252,44,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,18,2019-05-04,864,775,19,173,25,51,10,37,21,18,14,206,37,0,0,,,,,,,,,,,,,,,
Louisiana,2019,19,2019-05-11,874,788,23,189,31,42,,37,15,19,10,217,46,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,20,2019-05-18,823,734,13,156,21,44,15,35,14,24,16,199,41,0,0,,,,,,,,,,,,,,,
Louisiana,2019,21,2019-05-25,799,709,12,176,24,40,10,45,17,19,13,184,36,0,0,,,,,,,,,,,,,,,
Louisiana,2019,22,2019-06-01,872,783,25,186,18,44,10,40,14,24,10,210,47,0,0,,,,,,,,,,,,,,,
Louisiana,2019,23,2019-06-08,921,843,26,179,34,50,,35,20,22,12,252,49,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,24,2019-06-15,869,783,20,198,27,47,,40,16,19,,199,48,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Louisiana,2019,25,2019-06-22,837,750,18,177,25,33,10,39,19,20,14,212,40,0,0,,,,,,,,,,,,,,,
Louisiana,2019,26,2019-06-29,834,750,20,195,22,41,,34,15,21,11,219,36,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,27,2019-07-06,841,751,17,170,21,39,10,43,20,12,,220,42,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,28,2019-07-13,865,792,20,182,34,38,,30,16,25,,212,58,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Louisiana,2019,29,2019-07-20,818,741,18,169,27,36,,36,20,12,14,235,31,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,30,2019-07-27,808,735,29,163,23,31,10,41,16,18,10,186,39,0,0,,,,,,,,,,,,,,,
Louisiana,2019,31,2019-08-03,804,712,20,190,19,33,12,24,18,17,11,200,42,0,0,,,,,,,,,,,,,,,
Louisiana,2019,32,2019-08-10,844,752,20,173,35,38,,43,17,13,,201,42,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Louisiana,2019,33,2019-08-17,852,744,22,175,28,36,,28,22,21,15,202,39,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,34,2019-08-24,812,735,15,177,25,49,12,42,15,15,12,208,42,0,0,,,,,,,,,,,,,,,
Louisiana,2019,35,2019-08-31,899,802,28,181,29,37,12,46,19,14,15,214,55,0,0,,,,,,,,,,,,,,,
Louisiana,2019,36,2019-09-07,802,705,13,177,33,40,12,29,17,22,,182,37,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,37,2019-09-14,878,782,21,180,22,35,10,38,25,18,,221,40,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,38,2019-09-21,887,797,17,185,34,49,,36,20,13,13,222,47,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,39,2019-09-28,796,717,29,173,25,33,,43,21,,14,186,29,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Louisiana,2019,40,2019-10-05,791,697,16,172,16,36,11,28,20,22,,206,37,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,41,2019-10-12,878,785,16,178,26,44,10,35,23,17,,230,54,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,42,2019-10-19,913,818,28,210,22,48,11,28,29,12,11,227,48,0,0,,,,,,,,,,,,,,,
Louisiana,2019,43,2019-10-26,860,782,20,184,25,33,12,30,24,17,21,213,49,0,0,,,,,,,,,,,,,,,
Louisiana,2019,44,2019-11-02,820,741,18,169,22,38,16,44,19,19,,186,49,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2019,45,2019-11-09,960,865,22,200,34,43,15,38,23,20,12,222,46,0,0,,,,,,,,,,,,,,,
Louisiana,2019,46,2019-11-16,948,864,18,209,39,47,14,35,26,20,11,214,42,0,0,,,,,,,,,,,,,,,
Louisiana,2019,47,2019-11-23,892,814,16,172,25,39,12,47,17,20,14,220,59,0,0,,,,,,,,,,,,,,,
Louisiana,2019,48,2019-11-30,893,803,23,172,32,45,10,47,21,21,21,222,47,0,0,,,,,,,,,,,,,,,
Louisiana,2019,49,2019-12-07,991,895,30,191,37,54,13,36,30,16,17,235,53,0,0,,,,,,,,,,,,,,,
Louisiana,2019,50,2019-12-14,913,831,22,180,35,36,13,49,21,23,11,229,56,0,0,,,,,,,,,,,,,,,
Louisiana,2019,51,2019-12-21,967,875,38,194,29,46,,51,26,23,19,215,61,0,0,,,,,,,Suppressed (counts 1-9),,,,,,,,
Louisiana,2019,52,2019-12-28,885,786,30,158,26,44,14,45,16,22,10,197,42,0,0,,,,,,,,,,,,,,,
Louisiana,2020,1,2020-01-04,924,834,21,183,30,39,17,44,24,14,12,240,57,0,0,,,,,,,,,,,,,,,
Louisiana,2020,2,2020-01-11,958,877,21,162,33,52,29,63,18,17,14,255,60,0,0,,,,,,,,,,,,,,,
Louisiana,2020,3,2020-01-18,952,849,14,179,30,48,21,43,23,30,22,224,56,0,0,,,,,,,,,,,,,,,
Louisiana,2020,4,2020-01-25,956,869,30,169,32,46,22,61,17,19,13,234,38,0,0,,,,,,,,,,,,,,,
Louisiana,2020,5,2020-02-01,965,883,31,192,35,33,16,50,21,26,19,234,54,0,0,,,,,,,,,,,,,,,
Louisiana,2020,6,2020-02-08,939,858,21,175,37,41,16,47,24,27,11,247,43,0,0,,,,,,,,,,,,,,,
Louisiana,2020,7,2020-02-15,930,850,16,176,33,46,19,56,27,19,13,223,46,0,0,,,,,,,,,,,,,,,
Louisiana,2020,8,2020-02-22,930,849,17,164,32,41,20,49,32,21,16,252,47,0,0,,,,,,,,,,,,,,,
Louisiana,2020,9,2020-02-29,973,896,23,183,41,47,26,54,27,10,18,253,44,0,0,,,,,,,,,,,,,,,
Louisiana,2020,10,2020-03-07,935,847,23,163,27,47,20,53,23,21,18,236,50,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Louisiana,2020,11,2020-03-14,952,857,24,157,38,38,21,52,19,26,13,222,52,0,0,,,,,,,,,,,,,,,
Louisiana,2020,12,2020-03-21,896,835,19,173,37,48,22,54,24,16,14,222,29,37,36,,,,,,,,,,,,,,,
Louisiana,2020,13,2020-03-28,1170,1098,29,180,50,51,19,61,40,20,13,238,38,171,161,,,,,,,,,,,,,,,
Louisiana,2020,14,2020-04-04,1285,1219,20,182,43,49,21,52,36,22,10,229,52,351,330,,,,,,,,,,,,,,,
Louisiana,2020,15,2020-04-11,1408,1324,21,164,54,66,25,49,29,25,,259,52,414,391,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2020,16,2020-04-18,1203,1148,13,156,30,49,18,44,24,20,14,240,56,326,315,,,,,,,,,,,,,,,
Louisiana,2020,17,2020-04-25,1009,966,12,160,37,55,16,43,17,18,12,196,34,241,221,,,,,,,,,,,,,,,
Louisiana,2020,18,2020-05-02,913,880,14,145,30,39,12,43,16,22,,180,34,194,184,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2020,19,2020-05-09,746,722,18,121,17,31,15,33,10,16,,160,37,138,130,,,,,,,,,,,Suppressed (counts 1-9),,,,
Louisiana,2020,20,2020-05-16,493,485,,101,15,23,,26,11,12,,112,19,53,51,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Maine,2019,1,2019-01-05,310,284,0,80,,,13,16,,,,59,21,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Maine,2019,2,2019-01-12,285,265,,66,,,,21,,,0,55,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Maine,2019,3,2019-01-19,321,292,,61,12,10,10,17,,,,67,14,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
